"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2002","Mike Koplove","Diamondbacks","6","1","0","55","0","61.2","6.71","3.36","0.29",".253","68.5 %","59.0 %","5.0 %","3.36","3.01","3.49","1.0","63"
"2012","Glen Perkins","Twins","3","1","16","70","0","70.1","9.98","2.05","1.02",".278","78.7 %","42.5 %","11.6 %","2.56","3.17","3.13","1.0","8041"
"2012","Jason Motte","Cardinals","4","5","42","67","0","72.0","10.75","2.13","1.13",".242","81.2 %","40.7 %","13.2 %","2.75","3.12","2.88","1.0","5861"
"2003","Mike Timlin","Red Sox","6","4","2","72","0","83.2","6.99","0.97","1.18",".263","71.1 %","49.6 %","15.1 %","3.55","3.65","3.22","1.0","1187"
"2013","Bryan Shaw","Indians","7","3","1","70","0","75.0","8.76","3.36","0.48",".271","70.6 %","42.5 %","6.1 %","3.24","3.07","3.58","1.0","8110"
"2006","Todd Jones","Tigers","2","6","37","62","0","64.0","3.94","1.55","0.56",".292","67.6 %","53.8 %","6.1 %","3.94","3.74","4.38","1.0","436"
"2016","Sam Dyson","Rangers","3","2","38","73","0","70.1","7.04","2.94","0.64",".291","85.4 %","65.2 %","15.6 %","2.43","3.62","3.45","1.0","11710"
"2017","Ryan Tepera","Blue Jays","7","1","2","73","0","77.2","9.39","3.59","0.81",".260","70.8 %","41.6 %","8.8 %","3.59","3.75","4.41","1.0","10291"
"2002","Ben Weber","Angels","7","2","7","63","0","78.0","4.96","2.54","0.46",".275","78.3 %","61.6 %","8.0 %","2.54","3.49","3.71","1.0","41"
"2004","Paul Quantrill","Yankees","7","3","1","86","0","95.1","3.49","1.89","0.47",".332","66.7 %","47.7 %","4.3 %","4.72","3.71","4.76","1.0","669"
"2012","Rex Brothers","Rockies","8","2","0","75","0","67.2","11.04","4.92","0.67",".343","72.3 %","47.1 %","9.8 %","3.86","3.29","3.43","1.0","9794"
"2002","Jorge Julio","Orioles","5","6","25","67","0","68.0","7.28","3.57","0.66",".250","80.5 %","40.1 %","6.0 %","1.99","3.58","4.31","1.0","148"
"2003","Aquilino Lopez","Blue Jays","1","3","14","72","0","73.2","7.82","4.15","0.61",".255","73.3 %","43.3 %","6.6 %","3.42","3.76","4.39","1.0","1671"
"2002","Tim Worrell","Giants","8","2","0","80","0","72.0","6.88","3.75","0.38",".250","79.2 %","35.7 %","3.1 %","2.25","3.23","4.57","1.0","1139"
"2008","Hideki Okajima","Red Sox","3","2","1","64","0","62.0","8.71","3.34","0.87",".256","85.1 %","32.4 %","7.4 %","2.61","3.62","4.08","1.0","7763"
"2009","Mark Lowe","Mariners","2","7","3","75","0","80.0","7.76","3.26","0.79",".274","67.6 %","38.8 %","7.4 %","3.26","3.60","4.02","1.0","7416"
"2007","Joe Beimel","Dodgers","4","2","1","83","0","67.1","5.21","3.21","0.13",".287","67.0 %","47.6 %","1.4 %","3.88","3.39","4.54","1.0","979"
"2017","Liam Hendriks","Athletics","4","2","1","70","0","64.0","10.97","3.23","0.98",".303","65.5 %","41.5 %","10.4 %","4.22","3.22","3.66","1.0","3548"
"2010","Jonathan Broxton","Dodgers","5","6","22","64","0","62.1","10.54","4.04","0.58",".366","72.4 %","46.6 %","7.7 %","4.04","3.01","3.20","1.0","4759"
"2017","Edwin Diaz","Mariners","4","6","34","66","0","66.0","12.14","4.36","1.36",".236","78.5 %","39.1 %","14.3 %","3.27","4.02","3.94","1.0","14710"
"2008","Francisco Cordero","Reds","5","4","34","72","0","70.1","9.98","4.86","0.77",".302","79.1 %","40.8 %","8.8 %","3.33","3.77","3.94","1.0","1243"
"2007","Cla Meredith","Padres","5","6","0","80","0","79.2","6.67","1.92","0.68",".342","72.0 %","72.0 %","17.1 %","3.50","3.49","3.06","1.0","7613"
"2010","Phil Coke","Tigers","7","5","2","73","0","63.0","7.29","3.57","0.29",".323","72.6 %","36.6 %","2.6 %","3.57","3.25","4.35","1.0","5535"
"2016","David Robertson","White Sox","5","3","37","62","0","62.1","10.83","4.62","0.87",".307","79.9 %","45.5 %","9.7 %","3.47","3.58","3.99","1.0","8241"
"2013","Josh Collmenter","Diamondbacks","5","5","0","49","0","92.0","8.32","3.23","0.78",".277","77.8 %","32.7 %","6.9 %","3.13","3.47","4.06","1.0","7312"
"2016","Hansel Robles","Mets","6","4","1","68","0","77.2","9.85","4.17","0.81",".307","76.9 %","30.1 %","8.2 %","3.48","3.56","4.21","1.0","11801"
"2012","Nate Jones","White Sox","8","0","0","65","0","71.2","8.16","4.02","0.50",".317","85.8 %","45.5 %","6.3 %","2.39","3.39","3.97","1.0","4696"
"2012","Bobby Parnell","Mets","5","4","7","74","0","68.2","8.00","2.62","0.52",".302","77.1 %","61.5 %","9.3 %","2.49","2.99","3.15","1.0","9926"
"2017","Pedro Strop","Cubs","5","4","0","69","0","60.1","9.70","3.88","0.60",".270","76.0 %","59.2 %","8.7 %","2.83","3.31","3.80","1.0","4070"
"2006","Scott Linebrink","Padres","7","4","2","73","0","75.2","8.09","2.62","1.07",".285","77.1 %","39.4 %","9.8 %","3.57","3.81","3.97","1.0","564"
"2013","Casey Fien","Twins","5","2","0","73","0","62.0","10.60","1.74","1.31",".280","69.4 %","37.3 %","13.8 %","3.92","3.16","2.71","1.0","3926"
"2008","Jason Grilli","Rockies","3","2","1","51","0","61.1","8.66","4.55","0.15",".314","75.9 %","42.7 %","1.8 %","2.93","2.99","3.96","0.9","521"
"2006","Ryan Dempster","Cubs","1","9","24","74","0","75.0","8.04","4.32","0.60",".312","63.3 %","51.3 %","7.1 %","4.80","3.79","4.23","0.9","517"
"2009","Burke Badenhop","Marlins","6","4","0","33","0","65.1","7.30","2.62","0.55",".295","74.3 %","52.8 %","7.8 %","3.31","3.19","3.42","0.9","9736"
"2013","Rex Brothers","Rockies","2","1","19","72","0","67.1","10.16","4.81","0.67",".280","88.8 %","48.8 %","9.3 %","1.74","3.36","3.49","0.9","9794"
"2002","Vladimir Nunez","Marlins","6","5","20","77","0","97.2","6.73","3.41","0.74",".252","74.7 %","39.5 %","6.9 %","3.41","3.67","4.25","0.9","532"
"2012","Jeremy Affeldt","Giants","1","2","3","67","0","63.1","8.10","3.27","0.14",".306","73.5 %","59.9 %","2.9 %","2.70","2.73","3.34","0.9","583"
"2002","Juan Acevedo","Tigers","1","5","28","65","0","74.2","5.18","2.77","0.48",".268","69.7 %","44.3 %","5.2 %","2.65","3.63","4.36","0.9","458"
"2013","Matt Lindstrom","White Sox","2","4","0","76","0","60.2","6.82","3.41","0.30",".330","76.3 %","55.6 %","3.9 %","3.12","3.15","3.87","0.9","4604"
"2013","David Carpenter","Braves","4","1","0","56","0","65.2","10.14","2.74","0.69",".260","90.2 %","38.2 %","8.2 %","1.78","2.83","3.11","0.9","3959"
"2017","Carl Edwards Jr.","Cubs","5","4","0","73","0","66.1","12.75","5.16","0.81",".192","78.3 %","44.4 %","13.3 %","2.98","3.40","3.43","0.9","13607"
"2014","Junichi Tazawa","Red Sox","4","3","0","71","0","63.0","9.14","2.43","0.71",".303","76.5 %","36.5 %","7.8 %","2.86","2.94","3.17","0.9","4079"
"2014","Brad Boxberger","Rays","5","2","2","63","0","64.2","14.47","2.78","1.25",".227","90.3 %","41.2 %","18.8 %","2.37","2.84","1.95","0.9","10133"
"2006","Brian Fuentes","Rockies","3","4","30","66","0","65.1","10.06","3.58","1.10",".261","80.5 %","34.7 %","9.6 %","3.44","3.97","4.17","0.9","429"
"2007","Pat Neshek","Twins","7","2","0","74","0","70.1","9.47","3.45","0.90",".220","76.0 %","32.0 %","8.0 %","2.94","3.67","3.94","0.9","4682"
"2016","Alex Wilson","Tigers","4","0","0","62","0","73.0","6.04","2.59","0.62",".285","77.1 %","44.4 %","6.1 %","2.96","3.60","4.58","0.9","9239"
"2015","Joe Smith","Angels","5","5","5","70","0","65.1","7.85","2.62","0.55",".317","74.3 %","52.1 %","8.5 %","3.58","3.15","3.42","0.9","3281"
"2013","Brett Cecil","Blue Jays","5","1","1","60","0","60.2","10.38","3.41","0.59",".267","77.6 %","51.3 %","9.3 %","2.82","2.88","2.99","0.9","2660"
"2016","Steve Cishek","Mariners","4","6","25","62","0","64.0","10.69","2.95","1.13",".242","83.0 %","43.9 %","13.1 %","2.81","3.57","3.53","0.9","6483"
"2004","Ron Mahay","Rangers","3","0","0","60","0","67.0","7.25","3.90","0.67",".275","81.0 %","44.5 %","6.0 %","2.55","3.80","4.61","0.9","290"
"2013","Robbie Ross Jr.","Rangers","4","2","0","65","0","62.1","8.37","2.74","0.58",".326","81.1 %","45.4 %","8.3 %","3.03","3.18","3.39","0.9","6819"
"2009","Ryan Franklin","Cardinals","4","3","38","62","0","61.0","6.49","3.54","0.30",".263","85.7 %","45.6 %","3.2 %","1.92","3.31","4.22","0.9","1076"
"2008","Darren Oliver","Angels","7","1","0","54","0","72.0","6.00","2.00","0.62",".284","78.8 %","47.2 %","6.2 %","2.87","3.53","4.11","0.9","206"
"2010","Jonathan Papelbon","Red Sox","5","7","37","65","0","67.0","10.21","3.76","0.94",".287","68.7 %","38.3 %","9.1 %","3.90","3.51","3.56","0.9","5975"
"2006","Jesse Crain","Twins","4","5","1","68","0","76.2","7.04","2.11","0.70",".305","75.1 %","55.2 %","10.3 %","3.52","3.38","3.43","0.9","4817"
"2015","Brad Brach","Orioles","5","3","1","62","0","79.1","10.10","4.31","0.79",".263","82.2 %","44.7 %","10.1 %","2.72","3.47","3.61","0.9","6627"
"2007","Brian Tallet","Blue Jays","2","4","0","48","0","62.1","7.80","4.04","0.14",".270","69.9 %","40.3 %","1.4 %","3.47","3.35","4.57","0.9","1646"
"2011","Neftali Feliz","Rangers","2","3","32","64","0","62.1","7.80","4.33","0.58",".232","75.3 %","37.2 %","5.3 %","2.74","3.57","4.27","0.9","18"
"2011","Drew Storen","Nationals","6","3","43","73","0","75.1","8.84","2.39","0.96",".246","81.1 %","47.3 %","11.1 %","2.75","3.32","3.14","0.9","6983"
"2013","Sam LeCure","Reds","2","1","1","63","0","61.0","9.74","3.54","0.59",".295","82.1 %","43.0 %","7.4 %","2.66","2.97","3.32","0.9","4664"
"2011","Jesse Crain","White Sox","8","3","1","67","0","65.1","9.64","4.27","0.96",".269","85.7 %","33.3 %","8.6 %","2.62","3.70","3.86","0.9","4817"
"2002","Danny Graves","Reds","6","3","32","64","0","79.2","5.20","2.49","0.68",".295","74.8 %","52.1 %","9.7 %","3.50","3.65","3.75","0.9","326"
"2016","Joe Blanton","Dodgers","7","2","0","75","0","80.0","9.00","2.93","0.79",".240","82.0 %","32.5 %","7.4 %","2.48","3.33","4.15","0.9","4849"
"2014","Kevin Jepsen","Angels","0","2","2","74","0","65.0","10.38","3.18","0.55",".263","79.2 %","47.8 %","7.7 %","2.63","2.78","2.97","0.9","6475"
"2010","Jason Frasor","Blue Jays","3","4","4","69","0","63.2","9.19","3.82","0.57",".318","71.8 %","46.4 %","6.3 %","3.68","3.31","3.71","0.9","1906"
"2015","Zach McAllister","Indians","4","3","1","60","0","65.0","10.94","3.05","0.83",".311","80.2 %","44.4 %","9.8 %","2.49","3.06","3.24","0.9","2895"
"2011","Jose Valverde","Tigers","2","4","49","75","0","72.1","8.59","4.23","0.62",".247","82.9 %","42.9 %","6.4 %","2.24","3.55","4.01","0.9","1726"
"2014","Darren O'Day","Orioles","5","2","4","68","0","68.2","9.57","2.49","0.79",".218","90.8 %","44.6 %","9.5 %","1.70","3.32","3.32","0.9","3321"
"2008","Chris Sampson","Astros","2","1","0","43","0","61.2","4.96","1.61","0.44",".249","67.5 %","57.8 %","5.5 %","2.92","3.29","3.84","0.9","2651"
"2011","Joel Peralta","Rays","3","4","6","71","0","67.2","8.11","2.39","0.93",".218","74.7 %","27.0 %","7.0 %","2.93","3.37","3.88","0.9","2332"
"2004","Chad Cordero","Expos","7","3","14","69","0","82.2","9.04","4.68","0.87",".270","83.3 %","29.0 %","7.5 %","2.94","3.90","4.48","0.9","1816"
"2015","Ryan Madson","Royals","1","2","3","68","0","63.1","8.24","1.99","0.71",".249","82.1 %","55.0 %","9.3 %","2.13","3.09","3.32","0.9","1852"
"2012","Luis Ayala","Orioles","5","5","1","66","0","75.0","6.12","1.68","0.84",".303","80.7 %","49.0 %","9.0 %","2.64","3.67","3.98","0.9","1650"
"2006","Pedro Feliciano","Mets","7","2","0","64","0","60.1","8.06","2.98","0.60",".297","87.2 %","49.4 %","7.8 %","2.09","3.36","3.69","0.9","1601"
"2007","Brian Fuentes","Rockies","3","5","20","64","0","61.1","8.22","3.38","0.88",".245","74.0 %","35.9 %","8.3 %","3.08","4.15","4.35","0.9","429"
"2007","Aaron Heilman","Mets","7","7","1","81","0","86.0","6.59","2.09","0.84",".250","71.1 %","44.9 %","9.1 %","3.03","3.86","3.93","0.9","1751"
"2012","Jose Valverde","Tigers","3","4","35","71","0","69.0","6.26","3.52","0.39",".264","65.3 %","34.0 %","3.3 %","3.78","3.62","5.01","0.9","1726"
"2016","Ryan Pressly","Twins","6","7","1","72","0","75.1","8.00","2.75","0.96",".311","75.4 %","39.4 %","9.5 %","3.70","3.74","4.22","0.9","7005"
"2014","Danny Farquhar","Mariners","3","1","1","66","0","71.0","10.27","2.79","0.63",".298","79.2 %","41.8 %","8.8 %","2.66","2.86","2.94","0.9","8501"
"2009","Jeff Fulchino","Astros","6","4","0","61","0","82.0","7.79","2.96","0.77",".276","74.3 %","47.4 %","8.0 %","3.40","3.57","3.86","0.9","3532"
"2005","Tom Gordon","Yankees","5","4","2","79","0","80.2","7.70","3.24","0.89",".234","82.0 %","52.7 %","10.1 %","2.57","3.68","3.74","0.9","282"
"2004","Guillermo Mota","Dodgers","8","4","1","52","0","63.0","7.43","3.86","0.57",".270","87.4 %","48.5 %","7.4 %","2.14","3.60","4.00","0.9","1467"
"2013","Jim Johnson","Orioles","3","8","50","74","0","70.1","7.17","2.30","0.64",".327","78.9 %","58.0 %","11.4 %","2.94","3.45","3.38","0.9","3656"
"2007","Casey Janssen","Blue Jays","2","3","6","70","0","72.2","4.83","2.48","0.50",".273","80.6 %","48.9 %","5.3 %","2.35","3.83","4.43","0.9","7355"
"2016","Dan Jennings","White Sox","4","3","1","64","0","60.2","6.82","4.15","0.15",".309","80.8 %","53.9 %","2.5 %","2.08","3.38","4.26","0.9","8073"
"2011","Joakim Soria","Royals","5","5","28","60","0","60.1","8.95","2.54","1.04",".312","72.3 %","40.5 %","10.4 %","4.03","3.49","3.38","0.9","6941"
"2013","Junichi Tazawa","Red Sox","5","4","0","71","0","68.1","9.48","1.58","1.19",".321","82.4 %","33.8 %","11.8 %","3.16","3.22","3.03","0.9","4079"
"2002","Todd Jones","Rockies","1","4","1","79","0","82.1","7.98","3.06","1.09",".311","71.3 %","45.6 %","12.3 %","4.70","3.90","3.68","0.9","436"
"2004","Ray King","Cardinals","5","2","0","86","0","62.0","5.81","3.48","0.15",".233","74.3 %","49.7 %","2.0 %","2.61","3.27","4.21","0.8","693"
"2007","Joel Peralta","Royals","1","3","1","62","0","87.2","6.78","1.95","0.92",".311","74.0 %","36.1 %","7.8 %","3.80","3.79","4.10","0.8","2332"
"2014","Scott Atchison","Indians","6","0","2","70","0","72.0","6.13","1.75","0.50",".263","73.1 %","58.8 %","8.2 %","2.75","3.08","3.20","0.8","2642"
"2014","Jeurys Familia","Mets","2","5","5","76","0","77.1","8.50","3.72","0.35",".264","75.5 %","57.4 %","5.2 %","2.21","3.07","3.49","0.8","5114"
"2007","Jamie Walker","Orioles","3","2","7","81","0","61.1","6.02","2.49","0.88",".266","75.4 %","33.5 %","6.7 %","3.23","4.10","4.67","0.8","502"
"2016","Tony Barnette","Rangers","7","3","0","53","0","60.1","7.31","2.39","0.60",".289","84.8 %","46.3 %","8.0 %","2.09","3.38","3.90","0.8","3555"
"2010","Chris Perez","Indians","2","2","23","63","0","63.0","8.71","4.00","0.57",".222","86.1 %","34.2 %","5.5 %","1.71","3.54","4.13","0.8","5213"
"2014","Luke Gregerson","Athletics","5","5","3","72","0","72.1","7.34","1.87","0.75",".256","82.3 %","52.2 %","9.1 %","2.12","3.24","3.29","0.8","4090"
"2012","Ronald Belisario","Dodgers","8","1","1","68","0","71.0","8.75","3.68","0.38",".243","76.5 %","64.5 %","11.1 %","2.54","3.09","3.10","0.8","2203"
"2017","Matt Albers","Nationals","7","2","2","63","0","61.0","9.30","2.51","0.89",".203","92.4 %","51.0 %","13.6 %","1.62","3.40","3.41","0.8","4300"
"2004","Jason Frasor","Blue Jays","4","6","17","63","0","68.1","7.11","4.74","0.53",".296","73.7 %","45.6 %","5.7 %","4.08","3.90","4.59","0.8","1906"
"2009","Todd Coffey","Brewers","4","4","2","78","0","83.2","6.99","2.26","0.86",".285","81.1 %","52.3 %","10.8 %","2.90","3.65","3.57","0.8","2467"
"2002","Jason Grimsley","Royals","4","7","1","70","0","71.1","7.44","4.67","0.50",".287","72.6 %","63.3 %","8.9 %","3.91","3.64","3.78","0.8","602"
"2007","Chad Qualls","Astros","6","5","5","79","0","82.2","8.49","2.72","1.09",".323","84.7 %","56.7 %","14.7 %","3.05","3.94","3.40","0.8","2170"
"2017","Darren O'Day","Orioles","2","3","2","64","0","60.1","11.34","3.58","1.19",".256","77.5 %","47.8 %","15.7 %","3.43","3.70","3.48","0.8","3321"
"2013","Jared Burton","Twins","2","9","2","71","0","66.0","8.32","3.00","0.82",".294","74.1 %","41.5 %","8.2 %","3.82","3.61","3.94","0.8","8346"
"2014","Antonio Bastardo","Phillies","5","7","0","67","0","64.0","11.39","4.78","0.56",".260","65.4 %","30.2 %","5.1 %","3.94","3.10","3.81","0.8","8844"
"2013","J.P. Howell","Dodgers","4","1","0","67","0","62.0","7.84","3.34","0.29",".241","80.7 %","57.2 %","4.3 %","2.18","2.89","3.48","0.8","8245"
"2016","Hunter Strickland","Giants","3","3","3","72","0","61.0","8.41","2.80","0.59",".274","76.5 %","47.3 %","7.8 %","3.10","3.16","3.70","0.8","7836"
"2016","Brandon Maurer","Padres","0","5","13","71","0","69.2","9.30","2.97","0.90",".296","66.1 %","37.8 %","8.3 %","4.52","3.46","4.16","0.8","4878"
"2010","Robinson Tejeda","Royals","3","5","0","54","0","61.0","8.26","3.84","0.74",".292","71.6 %","27.8 %","5.7 %","3.54","3.59","4.26","0.8","2575"
"2016","Michael Feliz","Astros","8","1","0","47","0","65.0","13.15","3.05","1.38",".315","69.8 %","42.1 %","17.9 %","4.43","3.24","2.67","0.8","11903"
"2012","Craig Stammen","Nationals","6","1","1","59","0","88.1","8.86","3.67","0.71",".265","82.5 %","45.0 %","8.3 %","2.34","3.45","3.81","0.8","7274"
"2012","Jared Burton","Twins","3","2","5","64","0","62.0","7.98","2.32","0.73",".220","74.6 %","48.5 %","8.6 %","2.18","3.38","3.71","0.8","8346"
"2009","J.P. Howell","Rays","7","5","17","69","0","66.2","10.67","4.46","0.95",".256","83.3 %","49.1 %","12.7 %","2.84","3.71","3.43","0.8","8245"
"2011","Ramon Ramirez","Giants","3","3","4","66","0","68.2","8.65","3.41","0.39",".277","74.9 %","50.0 %","5.0 %","2.62","2.94","3.47","0.8","7986"
"2013","Mike Dunn","Marlins","3","4","2","75","0","67.2","9.58","3.72","0.67",".271","81.1 %","39.5 %","6.6 %","2.66","3.12","3.70","0.8","9948"
"2007","Brad Lidge","Astros","5","3","19","66","0","67.0","11.82","4.03","1.21",".288","78.3 %","42.4 %","13.2 %","3.36","3.88","3.41","0.8","563"
"2013","Anthony Swarzak","Twins","3","2","0","48","0","96.0","6.47","2.06","0.66",".285","77.3 %","45.2 %","6.7 %","2.91","3.28","3.81","0.8","7466"
"2007","Pedro Feliciano","Mets","2","2","2","78","0","64.0","8.58","4.36","0.42",".251","72.3 %","55.7 %","6.4 %","3.09","3.63","3.94","0.8","1601"
"2015","Tom Wilhelmsen","Mariners","2","2","13","53","0","62.0","8.71","4.21","0.44",".306","76.1 %","42.1 %","4.7 %","3.19","3.33","4.22","0.8","9975"
"2015","Casey Fien","Twins","4","6","0","62","0","63.1","5.83","1.14","0.85",".272","71.0 %","36.6 %","6.8 %","3.55","3.45","4.27","0.8","3926"
"2013","Brian Duensing","Twins","6","2","1","73","0","61.0","8.26","3.25","0.59",".348","74.1 %","41.0 %","6.8 %","3.98","3.24","3.71","0.8","4064"
"2014","Casey Fien","Twins","5","6","1","73","0","63.1","7.25","1.42","0.99",".297","70.1 %","32.1 %","7.3 %","3.98","3.43","3.87","0.8","3926"
"2015","Jeremy Jeffress","Brewers","5","0","0","72","0","68.0","8.87","2.91","0.66",".314","81.7 %","58.2 %","14.7 %","2.65","3.22","3.00","0.8","9490"
"2010","Jason Berken","Orioles","3","3","0","41","0","62.1","6.50","2.74","0.72",".306","77.6 %","47.1 %","7.1 %","3.03","3.59","3.92","0.8","5673"
"2005","Matt Wise","Brewers","4","4","1","49","0","64.1","8.67","3.50","0.84",".187","70.7 %","41.1 %","7.6 %","3.36","3.61","4.09","0.8","42"
"2017","Hunter Strickland","Giants","4","3","1","68","0","61.1","8.51","4.26","0.59",".314","82.9 %","38.8 %","5.1 %","2.64","3.63","5.07","0.8","7836"
"2014","Burke Badenhop","Red Sox","0","3","1","70","0","70.2","5.09","2.42","0.13",".304","79.2 %","61.0 %","2.3 %","2.29","3.08","3.64","0.8","9736"
"2014","David Carpenter","Braves","6","4","3","65","0","61.0","9.89","2.36","0.74",".333","72.6 %","37.6 %","7.7 %","3.54","2.94","3.19","0.8","3959"
"2004","Brian Meadows","Pirates","2","4","1","68","0","78.0","5.31","2.19","0.81",".275","64.6 %","51.4 %","10.1 %","3.58","3.77","3.86","0.8","998"
"2011","Mark Melancon","Astros","8","4","20","71","0","74.1","7.99","3.15","0.61",".286","75.6 %","56.7 %","11.1 %","2.78","3.25","3.14","0.8","4264"
"2005","Jeff Fassero","Giants","3","3","0","42","0","63.0","6.71","3.43","0.43",".289","69.4 %","52.7 %","6.0 %","3.00","3.29","3.77","0.8","279"
"2004","Esteban Yan","Tigers","3","6","7","69","0","87.0","7.14","3.31","0.83",".316","72.8 %","51.9 %","10.0 %","3.83","3.90","4.01","0.8","1236"
"2003","Danys Baez","Indians","2","9","25","73","0","75.2","7.85","2.74","1.07",".259","70.5 %","43.3 %","11.7 %","3.81","3.90","3.84","0.8","367"
"2015","Fernando Salas","Angels","5","2","0","72","0","63.2","10.46","1.70","1.13",".308","64.8 %","35.1 %","10.8 %","4.24","3.15","3.23","0.8","4971"
"2004","Ricky Bottalico","Mets","3","2","0","60","0","69.1","7.92","4.41","0.39",".263","70.6 %","38.2 %","3.8 %","3.38","3.50","4.53","0.8","948"
"2003","Scot Shields","Angels","1","0","1","31","0","69.2","7.23","3.23","0.52",".268","86.4 %","53.1 %","7.3 %","1.68","3.29","3.69","0.8","35"
"2015","Jeanmar Gomez","Phillies","2","3","0","65","0","74.2","6.03","2.05","0.48",".317","76.5 %","48.8 %","5.6 %","3.01","3.25","3.98","0.8","9033"
"2005","Ryan Madson","Phillies","6","5","0","78","0","87.0","8.17","2.59","1.14",".299","71.3 %","47.8 %","16.4 %","4.14","3.92","3.34","0.8","1852"
